Report_Date,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,GC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2004-12-21,319955,162396,72143,84261,210579,088691 ,GOLD - COMMODITY EXCHANGE INC. ,441.7999877929687,0.3947992686471535,-126318,-0.011138218328064829,90253,0.007780931496793016,0.01317324650657984,0.010484397051236681,0.013535200686158877,0.005658669237382341,0.42506317331641746
2004-12-28,330965,169514,70761,85507,223002,088691 ,GOLD - COMMODITY EXCHANGE INC. ,444.2999877929687,0.4154366775943076,-137495,-0.03493303745839259,98753,0.026566235876920193,0.0443066490766882,0.035376131515971285,0.005658669237382341,-0.035561531008483915,0.4220156685233431
2005-01-04,302298,140471,67228,89301,195043,088691 ,GOLD - COMMODITY EXCHANGE INC. ,428.5,0.3497939119676611,-105742,0.09594065837777409,73243,-0.07707763660810056,0.11167107447317334,0.1568423535982359,-0.035561531008483915,-0.015402581338426202,0.4178974697910733
2005-01-11,275461,109497,72710,94433,164780,088691 ,GOLD - COMMODITY EXCHANGE INC. ,421.8999938964844,0.25537916438261676,-70347,0.1170864511177712,36787,-0.12059623285632058,0.13654793548163094,0.20008012864489289,-0.015402581338426202,0.00308134233077495,0.4127338012824072
2005-01-18,275630,107825,78259,93319,156259,088691 ,GOLD - COMMODITY EXCHANGE INC. ,423.2000122070313,0.22834959910024308,-62940,0.026889468926635712,29566,-0.026214237224144253,0.038605165519396745,0.038805055781260075,0.00308134233077495,-0.002835567515164117,0.4082399018990837
2005-01-25,273430,107378,79033,86831,146415,088691 ,GOLD - COMMODITY EXCHANGE INC. ,422.0,0.21791317704714186,-59584,0.012175742843667235,28345,-0.004429851612669158,0.07002049338466683,0.006550042647697829,-0.002835567515164117,-0.0028436308223490636,0.4031484774682595
2005-02-01,253116,102388,74270,87665,145237,088691 ,GOLD - COMMODITY EXCHANGE INC. ,420.7999877929687,0.22745302549028903,-57572,0.00735837325823794,28118,-0.0008301941996123322,0.008638826630943487,0.0552083687124274,-0.0028436308223490636,-0.019486649066842165,0.3979220310408525
2005-02-08,255424,97630,86455,95269,133451,088691 ,GOLD - COMMODITY EXCHANGE INC. ,412.6000061035156,0.1494847782510649,-38182,0.07660519287599361,11175,-0.06693768864868281,0.08477614550542148,0.0920390037211071,-0.019486649066842165,0.032234579729094825,0.39189777530896863
2005-02-15,262589,109421,87714,88032,139509,088691 ,GOLD - COMMODITY EXCHANGE INC. ,425.8999938964844,0.19603639147108218,-51477,-0.052050707842645955,21707,0.04123340015033826,0.05842903037254824,0.06619829051157836,0.032234579729094825,0.020192548078800554,0.3870492760786716
2005-02-22,267860,119318,80413,77524,151123,088691 ,GOLD - COMMODITY EXCHANGE INC. ,434.5,0.274766669155529,-73599,-0.08424572240269014,38905,0.06549398489654935,0.09675176144887097,0.08610581231756713,0.020192548078800554,-0.0036824076030279596,0.3828237767129136
2005-03-01,287761,135741,79060,78389,169645,088691 ,GOLD - COMMODITY EXCHANGE INC. ,432.8999938964844,0.3171242802186537,-91256,-0.06591876353318898,56681,0.06636302546106175,0.07816267124668393,0.08275566687305926,-0.0036824076030279596,0.017094003235892385,0.38060861942085544
2005-03-08,296335,143930,73453,75163,184237,088691 ,GOLD - COMMODITY EXCHANGE INC. ,440.2999877929687,0.36807666998498323,-109074,-0.06191944009090877,70477,0.047942563446749215,0.06868928296067849,0.06346402432572924,0.017094003235892385,0.0013627211450157883,0.3803633438041048
2005-03-15,335503,178724,67602,78689,226180,088691 ,GOLD - COMMODITY EXCHANGE INC. ,440.8999938964844,0.4396115683019228,-147491,-0.12964044071743128,111122,0.13715895861103145,0.1491427465567178,0.16500491218953744,0.0013627211450157883,-0.02177365896214911,0.3799196000654448
2005-03-22,299531,148089,56328,74842,200820,088691 ,GOLD - COMMODITY EXCHANGE INC. ,431.2999877929687,0.42058417993463115,-125978,0.06412163229538931,91761,-0.057707382646354874,0.10595221684526702,0.2050171952430571,-0.02177365896214911,-0.012288402371837703,0.3793514632596703
2005-03-29,281601,139491,37970,70361,204216,088691 ,GOLD - COMMODITY EXCHANGE INC. ,426.0,0.4753356699727629,-133855,-0.026297778860952623,101521,0.03258427341410405,0.028687763359640465,0.15189816354015812,-0.012288402371837703,-0.0035211267605633756,0.3779262858390543
2005-04-05,272946,143487,37223,66117,201057,088691 ,GOLD - COMMODITY EXCHANGE INC. ,424.5,0.49438350442944756,-134940,-0.0038529692721261644,106264,0.016842979961008663,0.02770853451308885,0.026246472248353716,-0.0035211267605633756,0.0073027234476221725,0.3758092539257492
2005-04-12,279545,150611,37267,64126,206155,088691 ,GOLD - COMMODITY EXCHANGE INC. ,427.6000061035156,0.5080720456456027,-142029,-0.02597217031940384,113344,0.025939196764195115,0.026228258738128098,0.03815241805852734,0.0073027234476221725,0.012394732734605451,0.3732291462967143
2005-04-19,280432,152815,38423,61372,204959,088691 ,GOLD - COMMODITY EXCHANGE INC. ,432.8999938964844,0.5120207394305928,-143587,-0.005573342395678692,114392,0.003748949185283228,0.014831168733643475,0.01756972986540332,0.012394732734605451,0.011550011712856634,0.373856947330925
2005-04-26,302084,173826,36049,57612,226901,088691 ,GOLD - COMMODITY EXCHANGE INC. ,437.8999938964844,0.5604037287641848,-169289,-0.09165145204541564,137777,0.08338919952073943,0.09033682116458651,0.11142346634901727,0.011550011712856634,-0.02557657420771886,0.3767060788753099
2005-05-03,290539,153914,46186,67838,205533,088691 ,GOLD - COMMODITY EXCHANGE INC. ,426.7000122070313,0.4739294896726429,-137695,0.10458680367050224,107728,-0.09947233219899101,0.11557187850942492,0.15016991504247876,-0.02557657420771886,0.0011717834208953004,0.37885595206946215
2005-05-10,282478,134719,54341,79372,187921,088691 ,GOLD - COMMODITY EXCHANGE INC. ,427.2000122070313,0.384274173563959,-108549,0.10031699702965867,80378,-0.09413538285737887,0.10904138903749817,0.14466306992489156,0.0011717834208953004,-0.01825846930633246,0.3810035828489922
2005-05-17,274382,124569,68625,81363,161224,088691 ,GOLD - COMMODITY EXCHANGE INC. ,419.3999938964844,0.2910577224453499,-79861,0.10155835144683834,55944,-0.08649877158575181,0.11825860412965246,0.12647390705715497,-0.01825846930633246,-0.004530266867274535,0.38223537637769517
2005-05-24,272748,114965,75456,91915,152378,088691 ,GOLD - COMMODITY EXCHANGE INC. ,417.5,0.2216808189244284,-60463,0.07069705738714639,39509,-0.05989824405391024,0.07940464933501984,0.08630875796261966,-0.004530266867274535,-0.0028742807354043,0.3827508037765115
2005-05-31,255995,113002,80037,80741,133737,088691 ,GOLD - COMMODITY EXCHANGE INC. ,416.2999877929687,0.2070196683528975,-52996,0.027376919354129087,32965,-0.023992843210582662,0.13901192663116962,0.03389988551536218,-0.0028742807354043,0.02041796841038379,0.38165699092199773
2005-06-07,252151,111796,72689,71621,138673,088691 ,GOLD - COMMODITY EXCHANGE INC. ,424.7999877929687,0.26592002411253574,-67052,-0.054907322408640796,39107,0.02399265610656458,0.0668397576725917,0.046366913299184215,0.02041796841038379,0.0063559611219838885,0.3816230203822216
2005-06-14,257034,119458,62597,65549,153639,088691 ,GOLD - COMMODITY EXCHANGE INC. ,427.5,0.3427173058817121,-88090,-0.0834341327220594,56861,0.07041019071905326,0.09598153183568443,0.09751998022575595,0.0063559611219838885,0.026666652389437218,0.3833201396231859
2005-06-21,289771,162238,53728,51923,195985,088691 ,GOLD - COMMODITY EXCHANGE INC. ,438.8999938964844,0.4971581007071101,-144062,-0.21776107441038928,108510,0.2009422877907203,0.22577730448392144,0.23915338525508645,0.026666652389437218,-0.005696058406848947,0.3866979142365476
2005-06-28,303385,175520,45589,49769,215343,088691 ,GOLD - COMMODITY EXCHANGE INC. ,436.3999938964844,0.5457553933121282,-165574,-0.07423793271238323,129931,0.07392389162476576,0.08114306406349014,0.09687981945556264,-0.005696058406848947,-0.03093492252248342,0.3910719585458154
2005-07-05,281186,146733,41859,54747,195088,088691 ,GOLD - COMMODITY EXCHANGE INC. ,422.8999938964844,0.4991037960638154,-140341,0.08317154770341316,104874,-0.08259142673500668,0.1009986591150159,0.1724198269279715,-0.03093492252248342,0.00803971138698234,0.3953115027566009
2005-07-12,269891,124585,50863,66138,177046,088691 ,GOLD - COMMODITY EXCHANGE INC. ,426.2999877929687,0.41093626686328927,-110908,0.10467448592746438,73722,-0.11078787706358069,0.12103181130337522,0.17755688295107383,0.00803971138698234,-0.015481998064570957,0.3949611202970074
2005-07-19,270001,116572,62461,75991,160039,088691 ,GOLD - COMMODITY EXCHANGE INC. ,419.7000122070313,0.31128773597134823,-84048,0.09952165874371506,54111,-0.07266266752133269,0.11379909333559293,0.10953846497573073,-0.015481998064570957,0.008815776940287456,0.393009105402526
2005-07-26,256886,110685,61663,68301,151110,088691 ,GOLD - COMMODITY EXCHANGE INC. ,423.3999938964844,0.32235699882438124,-82809,0.004588871893067063,49022,-0.018848078340450592,0.07574369562145927,0.03878780142502379,0.008815776940287456,0.020075578938430816,0.3936957624220131
2005-08-02,244488,118941,53372,55334,155141,088691 ,GOLD - COMMODITY EXCHANGE INC. ,431.8999938964844,0.40822862471777754,-99807,-0.06616942924098627,65569,0.06441378666023061,0.0807601852951657,0.09602873840046891,0.020075578938430816,0.005325349254573508,0.39592127713995856
2005-08-09,287839,168613,50914,48576,199406,088691 ,GOLD - COMMODITY EXCHANGE INC. ,434.2000122070313,0.5240082129245863,-150830,-0.2086932691993063,117699,0.21322109878603449,0.20575283689945237,0.23746509540967625,0.005325349254573508,0.027406710184085137,0.39912087071652996
2005-08-16,331633,208558,50951,46115,239481,088691 ,GOLD - COMMODITY EXCHANGE INC. ,446.1000061035156,0.5830722515551829,-193366,-0.14777705592362397,157607,0.13864695194188417,0.1489376601913192,0.1540678743319114,0.027406710184085137,-0.01501908118216111,0.40301515915727265
2005-08-23,331804,206898,47211,48371,242245,088691 ,GOLD - COMMODITY EXCHANGE INC. ,439.3999938964844,0.5843027811599619,-193874,-0.0015318137821025049,159687,0.0062719934385299415,0.017273653205604648,0.021250723114883772,-0.01501908118216111,-0.018661770148738044,0.4053747020946083
2005-08-30,291894,158841,49008,58835,198485,088691 ,GOLD - COMMODITY EXCHANGE INC. ,431.2000122070313,0.4784271002487204,-139650,0.16342177912261455,109833,-0.1502513532085207,0.21072594434944816,0.23985681913312068,-0.018661770148738044,0.03061220156718214,0.4061520642921949
2005-09-06,299192,159922,44670,56461,205078,088691 ,GOLD - COMMODITY EXCHANGE INC. ,444.3999938964844,0.4967278536859274,-148617,-0.03072005591070731,115252,0.01856495851233667,0.03428551764746367,0.02648686165636975,0.03061220156718214,0.0038254100593602125,0.40826357550426184
2005-09-13,321200,175285,48487,63202,221991,088691 ,GOLD - COMMODITY EXCHANGE INC. ,446.1000061035156,0.49436176836861767,-158789,-0.033998235246931734,126798,0.03859060402684564,0.08294032462227334,0.0857122428185832,0.0038254100593602125,0.045057175136759664,0.4105402835968146
2005-09-20,363315,219963,61837,58120,245197,088691 ,GOLD - COMMODITY EXCHANGE INC. ,466.2000122070313,0.5149168077288303,-187077,-0.08806973848069738,158126,0.09753424657534246,0.09326216466600949,0.20591909155429383,0.045057175136759664,-0.007722020611867775,0.41271060210340144
2005-09-27,366819,219648,53548,53912,248026,088691 ,GOLD - COMMODITY EXCHANGE INC. ,462.6000061035156,0.5291819671282022,-194114,-0.019368867236420187,166100,0.021947896453490774,0.023306109201226742,0.03149387253107659,-0.007722020611867775,0.007565931590620911,0.41407405877708964
2005-10-04,363529,229464,57966,51172,253896,088691 ,GOLD - COMMODITY EXCHANGE INC. ,466.1000061035156,0.5576556478300219,-202724,-0.0234720666050559,171498,0.014715704475504267,0.028223215807623218,0.04952162265595102,0.007565931590620911,0.023600085509454027,0.4147957315892877
2005-10-11,370844,234060,56650,49551,262265,088691 ,GOLD - COMMODITY EXCHANGE INC. ,477.1000061035156,0.5735942876249852,-212714,-0.02748061365118051,177410,0.016262801592170088,0.03203812504810529,0.020336417735888,0.023600085509454027,-0.010479983097956946,0.4158038916342385
2005-10-18,362699,224424,54000,51648,251155,088691 ,GOLD - COMMODITY EXCHANGE INC. ,472.1000061035156,0.5500621727658471,-199507,0.035613357638252206,170424,-0.018838109825155592,0.04361581622374944,0.04412694307961957,-0.010479983097956946,0.0014826979038411459,0.41632675476058634
2005-10-25,339388,206809,53457,54314,235105,088691 ,GOLD - COMMODITY EXCHANGE INC. ,472.7999877929687,0.5326970900562188,-180791,0.051602017099578436,153352,-0.04706933297307134,0.06466748900383182,0.06976708444437614,0.0014826979038411459,-0.029610829867724897,0.4167934108715089
2005-11-01,334470,180554,49986,69529,229860,088691 ,GOLD - COMMODITY EXCHANGE INC. ,458.7999877929687,0.4793583878972703,-160331,0.06028498355864085,130568,-0.06713260339198793,0.06833918413836179,0.12894074780949077,-0.029610829867724897,0.004577171227962751,0.41680795938491094
2005-11-08,317076,167250,44139,67808,218224,088691 ,GOLD - COMMODITY EXCHANGE INC. ,460.8999938964844,0.4743846901058421,-150416,0.029643914252399317,123111,-0.022294974138188775,0.04669757229960284,0.0905960101992062,0.004577171227962751,0.015621636585762877,0.4168102539620884
2005-11-15,324719,177421,47735,67453,221732,088691 ,GOLD - COMMODITY EXCHANGE INC. ,468.1000061035156,0.4751154074753864,-154279,-0.012183198980686018,129686,0.020736353429461705,0.01335823089026056,0.06114427330384267,0.015621636585762877,0.052339243068888264,0.41712468885778026
2005-11-22,350603,201765,38783,56380,236621,088691 ,GOLD - COMMODITY EXCHANGE INC. ,492.6000061035156,0.5140885845243766,-180241,-0.07995220482940635,162982,0.1025378866034941,0.08860720611875045,0.1384172805427607,0.052339243068888264,0.013195290132891557,0.41736775628918343
2005-11-29,350225,199521,40616,70700,251219,088691 ,GOLD - COMMODITY EXCHANGE INC. ,499.1000061035156,0.5154372189306874,-180519,-0.0007929196270425524,158905,-0.011628537120332684,0.0898300504164091,0.01697780850098069,0.013195290132891557,0.022240044014772975,0.4179146037404061
2005-12-06,341011,208466,41053,52222,242514,088691 ,GOLD - COMMODITY EXCHANGE INC. ,510.2000122070313,0.5580230549747662,-190292,-0.027904918266828466,167413,0.02429295452923121,0.09222829922371206,0.03760034306004753,0.022240044014772975,0.021168144912913522,0.41943138577903105
2005-12-13,337574,189931,33600,56475,237205,088691 ,GOLD - COMMODITY EXCHANGE INC. ,521.0,0.5353789095131735,-180730,0.028040151197468704,156331,-0.03249748541835894,0.03255924816126396,0.11626127919617413,0.021168144912913522,-0.05067177331378958,0.4222547185327279
2005-12-20,324429,182723,26553,55214,244745,088691 ,GOLD - COMMODITY EXCHANGE INC. ,494.6000061035156,0.584198699869617,-189531,-0.026071320658581525,156170,-0.0004769324651780054,0.02934067655912975,0.06811578967487911,-0.05067177331378958,0.02709258740623599,0.425897015287006
2005-12-27,320115,179324,24802,53560,242794,088691 ,GOLD - COMMODITY EXCHANGE INC. ,508.0,0.5911438076941099,-189234,0.0009154545370481677,154522,-0.0050796938621393275,0.01216450596246381,0.025229515103416516,0.02709258740623599,0.044685063399667824,0.42927599855815607
2006-01-03,325524,180688,29726,51741,239049,088691 ,GOLD - COMMODITY EXCHANGE INC. ,530.7000122070312,0.5754045784642607,-187308,0.006016587788763413,150962,-0.011121003389406931,0.019134083015234362,0.02988394308363512,0.044685063399667824,0.025626484403832972,0.43361466522155223
2006-01-10,343419,184408,38602,59932,240141,088691 ,GOLD - COMMODITY EXCHANGE INC. ,544.2999877929688,0.5247496498446504,-180209,0.021807915852594586,145806,-0.01583907791745002,0.030935805620632313,0.05648177211784225,0.025626484403832972,0.016718788949440677,0.4387948668650529
2006-01-17,361704,191650,43171,66156,248147,088691 ,GOLD - COMMODITY EXCHANGE INC. ,553.4000244140625,0.5031489836993785,-181991,-0.005188996531933295,148479,0.007783494797899942,0.045274782614228945,0.05029788647523007,0.016718788949440677,0.007770125773885805,0.44407947041503626
2006-01-24,356080,188928,46079,63004,238009,088691 ,GOLD - COMMODITY EXCHANGE INC. ,557.7000122070312,0.49147663446416534,-175005,0.019314135315064252,142849,-0.015565213544776945,0.04415091707002688,0.023956733203691804,0.007770125773885805,0.023489286891165584,0.4493403061345944
2006-01-31,339645,187406,48156,63986,231268,088691 ,GOLD - COMMODITY EXCHANGE INC. ,570.7999877929688,0.4925201313135774,-167282,0.021688946304201304,139250,-0.010107279263086947,0.02615713927669058,0.015278355592158328,0.023489286891165584,-0.0346881363286754,0.4544377504773499
2006-02-07,341727,180971,53622,67909,222347,088691 ,GOLD - COMMODITY EXCHANGE INC. ,551.0,0.45193385363170013,-154438,0.037815954894080586,127349,-0.03503952656450117,0.04425059258034287,0.0507304139509704,-0.0346881363286754,-0.009255854057962809,0.4602540788500544
2006-02-14,338143,167910,48996,71566,220771,088691 ,GOLD - COMMODITY EXCHANGE INC. ,545.9000244140625,0.4412482292994384,-149205,0.015313393439792582,118914,-0.024683446142681146,0.017900573653010052,0.08154223488515762,-0.009255854057962809,0.014654698007362743,0.46496969111598435
2006-02-21,333410,163886,45202,69049,219002,088691 ,GOLD - COMMODITY EXCHANGE INC. ,553.9000244140625,0.4497555562220689,-149953,-0.002212081870687845,118684,-0.0006801856019494711,0.014879309566708673,0.037390955004591366,0.014654698007362743,0.01390133748417921,0.46833486202111013
2006-02-28,339859,169963,42593,69177,226038,088691 ,GOLD - COMMODITY EXCHANGE INC. ,561.5999755859375,0.461547288728561,-156861,-0.020719234576047508,127370,0.026052008038151227,0.02426705960063005,0.040864525113381886,0.01390133748417921,-0.015847513828006532,0.4711122275693776
2006-03-07,338325,167144,46255,71482,221233,088691 ,GOLD - COMMODITY EXCHANGE INC. ,552.7000122070312,0.4426246951895367,-149751,0.020920440535633897,120889,-0.01906967301145475,0.02428983823855969,0.030370339129986552,-0.015847513828006532,-0.001809299761016514,0.47254584343869593
